id_item_contrato,ds_item,sg_unidade_medida,ds_1,ds_2,ds_3,ids_itens_contratos
9714,ESPIRAL NEUROVASCULAR BIOMÉDICA 000407696,Unidade,ESPIRAL,ESPIRAL NEUROVASCULAR,ESPIRAL NEUROVASCULAR BIOMÉDICA,{a7c0d5dd6feb4c988e8a965c240cdbaa}
9023,CARBOPLATINA BLAU 000270409,"Frasco 45,00 ML",CARBOPLATINA,CARBOPLATINA BLAU,CARBOPLATINA BLAU 000270409,"{c4e01458afebfeeea0d68d48ae775efc,770c681200bac99470a423bda2ecee70}"
9715,MATERIAL PERMANENTE,NA,MATERIAL,MATERIAL PERMANENTE,MATERIAL PERMANENTE ,{68d8d3cd868c20658e636b5787504a06}
6088,CAIXA DE PAPELÃO,NA,CAIXA,CAIXA DE,CAIXA DE PAPELÃO,"{be26951e1da183c476cc401346db8b4d,5b41acfa0217878945f68f73a1b94e25,9ee79f6ddb3ee4540b56c74b939bd7b0,1c97e1e032a14fd2089b4278ea2315ac,b7726f178eb9fbf0e90bfe35991e503f,e8487d2e0ed05141d9f9a54aaaf61c72,ccf36ba37e2ea4eb22a5c3edf46f86d8,65cc5acf6ec4ec6d55add63024a6ad9c,0350d76d79b772d0a1b9448a0fa223c9,d1160b398b1bd188fa0b6252d8823545}"
9435,ÁCIDO BÓRICO MANIPULADO 000268289,"Frasco 1.000,00 ML",ÁCIDO,ÁCIDO BÓRICO,ÁCIDO BÓRICO MANIPULADO,"{8d970e7801030b6bf5445c6192671d7a,712672123a373bf23446aebed06adc7d,c5bc05eaa4aa347cea8647dc6658fc54}"
9716,ÁCIDO TRICLOROACÉTICO (TCA) MANIPULADO 000269073,"Frasco 100,00 ML",ÁCIDO,ÁCIDO TRICLOROACÉTICO,ÁCIDO TRICLOROACÉTICO (TCA),{16fe414b6dccdd4c7d32bfa8da17556e}
9138,PROPOFOL PROVIVE 20ML 000305935,"Frasco 20,00 ML",PROPOFOL,PROPOFOL PROVIVE,PROPOFOL PROVIVE 20ML,"{14f3f0f261508c165846225963fd20ca,ff2bc0382c37ff0256a8f3d48ce09cdd}"
5737,SWAB COPAN 000444925,Unidade,SWAB,SWAB COPAN,SWAB COPAN 000444925,"{6eacab278f09d2f75e75d2576ac01b7e,1aee90247cbe2928808fdfa945d857ff}"
9696,BOLA SETE,NA,BOLA,BOLA SETE,BOLA SETE ,"{43cf7b2c86860558841f9e35d5f89818,3ed53037dd1cffdb9dbccc5bf8edc908}"
6034,"COMPUTADOR PROCESSADOR INTEL CORE I5-8400:MEMORIA RAM 8 GB,CONEXAO DE VIDEO: LEITOR DE CARTOES:LEITOR DE DVD/CD;TECLADO ABNT2 INCLUSO.",NA,COMPUTADOR,COMPUTADOR PROCESSADOR,COMPUTADOR PROCESSADOR INTEL,"{eb1377d08d094a991d16cea18528149a,964c0f3ef274167953d413563f515b0c,9246de2f678156a982cdeb48767a7d27,b5ddec164dfa3ae6f07f1952a605d512,fe6cf6f98129a6c7c0f14361feb527e6,e5adc3b188c50d31d9173f3040d67431,47941ef76a3f8e35f8b64660c881189c,399245613a6d7d4487264032171bb201}"
6586,"CABO HDMI X HDMI VERSÃO 1.4 SUPORTE AO 3D 4K EM 30 HZ FULL HD EM 120 HZ, CANALDE RETORNO DE ÁUDIO, CANAL ETHERNET BLINDADO COM FILTRO, CONECTORES GOLD TA- MANHO 2M.",NA,CABO,CABO HDMI,CABO HDMI X,"{8de3cdbc8ce2275dd82cdc50faf9af79,34e817a86fbef3521092a71264ce74da,1f922794d212668b4c2a184b7f644703}"
6587,"NOBREAK 700 VA MODELO MONOVOLT TENSÃO DE ENTRADA E SAÍDA 115V, POTÊNCIA 700VA POSSUI 4 TOMADAS ELÉTRICAS.",NA,NOBREAK,NOBREAK 700,NOBREAK 700 VA,"{52b04285bf4f193930e673e1a03e5e16,50e3bfb608f32409ad1015fb5a27d5eb,8d449ef750f4d9122a32f6b85af226ba}"
6588,KIT TECLADO E MOUSE SEM FIO,NA,KIT,KIT TECLADO,KIT TECLADO E,"{f5802703af2c007b20107eec053c0e69,1c2e54b9c7abe5ce0b50671d02a5545d,92dcf4895db443695990d2270d7f71ef}"
6589,"MULTIFUNCIONAL TANQUE DE TINTA EPSON ECO TANK L3150 WIRELESS - IMPRESSORA, CO-PIADORA E SCANER",NA,MULTIFUNCIONAL,MULTIFUNCIONAL TANQUE,MULTIFUNCIONAL TANQUE DE,"{6f46437e2fa6cefc193707d884d22e9c,0ac152df3c3703f9502f970183776330,9941892c6dc9598ae8c9cf213f38e355,6a7042d6bf0c50f5c4823a307d7873b9,e0224d34ed66f25c54ae2f81c6825ea9}"
6590,SMART TV 43',NA,SMART,SMART TV,SMART TV 43',"{ac50e07b7772436b8c84a07d6c241eab,957c4ce6926002a529a0960b2391cce4,ba0949211f7606d65540ed755f37aabe,f951aedf2253f0b8b4e2c93eeec59d32,a47fdd403fb9d28ffd22fcbeadadcce0,a64fcb8b9bdf331050694639a0eedf53,041a83a4a7dd9d534827f2f97cbb95af,b7f617f9f28e9e115d51d6e563b79030}"
9743,VETOR Spike-RBD 000432804,"Frasco 10,00 MCG",VETOR,VETOR Spike-RBD,VETOR Spike-RBD 000432804,{973d2f5735ffc0e2cc16e1f3cb9655c5}
6683,"ELETRODO OK 6013 2,5 MM DENVER",NA,ELETRODO,ELETRODO OK,ELETRODO OK 6013,"{103a3a53beb52182414dd783f2103e65,adc9cf508a816b983475750b64641c07,9e82a7ab0c30809125f3777423188d91}"
9719,ELETRODO USO MÉDICO SC 000372243,Unidade,ELETRODO,ELETRODO USO,ELETRODO USO MÉDICO,{d4873896e8b6326a1a3d29e3467ed862}
9468,MISOPROSTOL PROSTOKOS 000358755,COMPRIMIDO,MISOPROSTOL,MISOPROSTOL PROSTOKOS,MISOPROSTOL PROSTOKOS 000358755,"{75222ac91a0595cca5e15b6939046df5,a388a5748c49060ab38ca9f57785c029}"
9720,FITAS AUTO - TAC,NA,FITAS,FITAS AUTO,FITAS AUTO -,{16f7593e54f30caf9f3ab0b3e8565e80}
8933,ABRAÇADEIRA INCA 000373689,UNIDADE,ABRAÇADEIRA,ABRAÇADEIRA INCA,ABRAÇADEIRA INCA 000373689,"{c1a9380ce1b4ce1182df0f41c7b7a63d,4b32f64928ca3ac589d2292f5405d030}"
9721,BARRAMENTO COBRE                                                              BARRAMENTO ELETRICO STECK 000072710,Unidade,BARRAMENTO,BARRAMENTO COBRE,BARRAMENTO COBRE ,{43928ac5ef113b1b66124c351bc3d1b5}
9723,INTERRUPTOR PLUZIE 000452735,Unidade,INTERRUPTOR,INTERRUPTOR PLUZIE,INTERRUPTOR PLUZIE 000452735,"{2b3160a45ef72fe5a7c6d4db2b5f966d,620a96cf99cdf9f061903504ce394662,5db434635a3ca749933fd3b105c73abd,831823e6cd032dd095c9dbe6da19acf6,7254ccb852ac152d3e7877a7d045f2dc}"
9724,ELETRODUTO BRASIL 000409002,Metro,ELETRODUTO,ELETRODUTO BRASIL,ELETRODUTO BRASIL 000409002,{518a23fcbe76f56e8c28c4c34a4da729}
9725,PLUGUE                                                                        PLUG DE CONTATO 3 PINOS MECTRONIC 000151021,Unidade,PLUGUE,PLUGUE ,PLUGUE  ,"{5397deaa1d093741c639590d4717b078,2afdec55a653cc16b38196afbeee064f}"
5297,PROTETOR CLÍNICO HOSPITALAR DESCARPACK 000445126,Unidade,PROTETOR,PROTETOR CLÍNICO,PROTETOR CLÍNICO HOSPITALAR,"{0b6aa2e1b8c26aea560b31b3685d4d81,666223c68d11b64c6f80a7c227e0b021,76f068b2077448ad80931edf3ff2ad42,e60a306e40d8ee199fc1f59e84029816,bd06d42d79217647c7a2f4538dff448b}"
6072,TOMADA DE 20A PARA CONDULETE.,NA,TOMADA,TOMADA DE,TOMADA DE 20A,"{e7c680dfa4590aee8bdfbf88781833d6,3b858d65a0f182c79241cd4f2dff3741,5e87037826b7d6a2d637d45b9d02b84f,56c57ee882969e82fc4a44130b97229c,cbcc402ff3e13b2b523ec758e94cfdae,f98f61175685d969c576c427a4e4d49a,be12f50f9b823c2351449afeadfefb4c,f81b9c77d9b495c5d74b6ce91a5d65ef}"
5988,ESPAÇADOR MEDICATE 000362097,Unidade,ESPAÇADOR,ESPAÇADOR MEDICATE,ESPAÇADOR MEDICATE 000362097,"{0a66b0b461c34394dc2b7ad820dd0e95,0c5c5e56d495896adf2e81204a4cf71d,b718495af25b7039fe20ada9247fc58b}"
9726,REFORCO DE COMPLEMENTO ORçAMETáRIO DA 2020NE000018 AQUISICAO DE FEIJAO P/ CES-TA.,NA,REFORCO,REFORCO DE,REFORCO DE COMPLEMENTO,{1e44541646d87e50712e6ce0fe6c7fab}
6584,"TERMOCICLADOR SISTEMA DE PCR EM TEMPO REAL QUANTSTUDIO 5.( QS5 0,2ML QPCR SYSTEM LAPTOP) COD A28569",NA,TERMOCICLADOR,TERMOCICLADOR SISTEMA,TERMOCICLADOR SISTEMA DE,"{6f8f8919d417847df6f4839743a6e93a,fa6311a12ed5d865d8f5ce50c290e002,371765ae30f8fb9a29f4a8468e4c218a,ad12d16c52a6b9f3a318e594a7a971c0,f2c6d9b0762eacc2a0f3b923de1f9293,1cd1cd4a8a08a9b5b573f6d01a6aa7ba,e4939dd42cdf54bc543ee43604235922,985e41bf399f153c24e3edd5cd0eabfb,61d901435f81fd536f999b7ab2123ec9}"
6487,ASSISTENCIA CONSULAR A BRASILEIRO DESVALIDO. DESPESAS DE ALIMENTAãO E TRANSPORTE.. DRF 058/20,NA,ASSISTENCIA,ASSISTENCIA CONSULAR,ASSISTENCIA CONSULAR A,"{ff0825dff21b329524b5e1a41deb0e89,24dd80b5bb4f1039bc24f6f96119d188,14c4bee7814ca444781c64a3dbe37e12,e79d95b495571b5c4c4ffc90fc38fdad,9ac8d4ac76d931fd2762641b7a199e71,e8f5729bcfe36f4b929146eb109c2e46,a63ca73eb9fb20ab17b327c82c8cd8ea,77bb4df021cecb70069e3f328be89914,6322160cd9ae730c0a2410d9fa43e638}"
5493,PANO LIMPEZA DANTEX 000396308,Unidade,PANO,PANO LIMPEZA,PANO LIMPEZA DANTEX,"{9d9d613f1f0dcf46ed1b4aa02ad663b1,db78bf2e62f9b45a3b9613649c568f7b,cb9928a82504c99809d6a45e3acf1430,e9219df3403355e583ea4bfd042e2d81,72efc76328d7ae9b4d3d341bad6865f4,38015ece85e714e1ea0a4c56e129d9b2,8492f133730da3275007ea718a3866e1,0587f5971cc905a4e30364bff4d297b9,9230d17fb2c7fcedd82f4b87938b2ece,96cd42bdc3a3c34ce78ac0babbe20ee3,742f4886162e1ec63e50b8201a5fd254,1067892d9bc4c9eda1868a6318124057,669fc7db1a24ed8817a9726376bd76d8,a0942364d8b510689d3a6794dd4e1265,f7b5930233e350082163bab5d9e88068,c0fe829a0211a37bb8ad19a9ae4ae6ac,2c5eca5418d39a7257ad0b811c1ebca0,c21734f311f1841dfb97a1ef3017a418,81c1813fbc2b465c6a11cbef169aec73,6c022bb804fb3a9e809966bd4c2f7826,8e88abfb73018c0df6655f5298c50035,d34523e3f902d80a66a16741429af5c5,3a2b59b61d19bd66f32d71c7a9be3068,a5dac51d4258e2a25ca7e69d64648ef7,194fbd16af6bf604df264862ffd2ab56,a1bca40b97320a1bcd107bb800255d97,f220d3afe1c77a7cb8e196641f4d17ba,13218e61f291cc6c8515339c93118b94,c0c5c861e272978126f723a152fc255d,1d95b9bc07c7b0621a93629eed5fa6aa,bc62213ce72cc6262b8cdecd57ee33a1,5b6e87a44b4060d121d611845f17239b,c17c92bfe8f2cae4ec80dba58cb90568,770b019096c215690cb1a6084cc90fac,72929535b0cd582c57144587707ba30f,93277463e0a8e9b51c54ad8412c4e3b4,f7e082436e35e367945b0d2ed1cf4816,5c8297e3780e9ab8625c2ebf55aa7bfa,350d57c158ee375f29d10936fd66c05f,842e55f7b69bae47fada153a6a7ce978,bf4f0d043c4b82881d5b8630904dc3ef,2c98ad473c2126ec3a5483c17c8d3ecb,a28ec240b63af6f9a0e0374d2616d312,845dd9f39f1ccfc141bfe01cccd8cabd,a8da41d4f4e33a7336a213611fb92dfd,c29b910f3fdea714281e0e8e7ecf5688,0a98e1ed749e2c5715dfe32ba80c4dd8,c7cefba32790be22a412fab2f3525f06,0455955a9fdfd4727e317714abaa5d5c,fc6691bb7919ed4a419bd5483411447c,2d2070a51d351e18e8a0503ecb82c932,0ebe7036af9950e138f233c43c276bbc,f67738ce23d6eac6104ad095bff098ed,11690bf091f3174c791242773d9d1688,a4dc9ed6f1d2663cd21234622ddaac87,7e439ae260d14d0b5d31d4d00e6a93b4,2142025d7eed6e567e69a3924c355786,f44e6fc8086c9c4354eb7bad1936a3e1,7a0182d58f6d5573b0d18bb4ef982a48,c1a43da612a332134e811219743c3b1f,22e0199c612be0e626aded432d057547,bdc39e7bb757c4df836342f04dc9dd66,a4a11967e4f5ac7d9c0fc82a29ce80bd,a3f64279e354c233cc90ba2650a6cab5,fe26dc37c0a715959eb6d2133927b6c3,401c7c2c3284031803ea06d912ee72ac,f1391894fa17aa4c6350814de5c4197b,be5d871101f5842c42a6f14819fb79d3,a335826b86a6250ddeeb6d297624b1ed,4bd797de577ffa0b5743e8cc30fd5390,8edff02be41346aaf2dc972ed099b5c7,f18270ba6cf4a60e9f50e0b4d93a46e5,a49d9a3371ce35f828b6e7818c978dda,3dafbf8c32fe539826d1a8b4d170c8a1,c9a65e118d56215734e346b3b35c0e72,3070e574d1ad330de906741df033c3f5,0c6a2a051dfbcd9b57e844686f025283,59cc367ef1f16f5f83ff7ad3194b6e7b,db8dd538c1220032503f1943cf3be175,18fa0122da251899a7994d2016f0b4bf,41782ed1797da22792a26fd8b3ce6bc4,077b61d078f1676b14e9bc066ea69420,3812f72d33d770f31bc57f1623081fc8,ce2a11ce62a0f6ab57ed7dbd964c11a2,b6df04f9316f8bfea90914e03563ad20,3175c8c6c44d6a7bd660931aa36c4399,89338ddf8ed75e4846fce2fe85429806,2b0150edad423cae85eb4a61c2762e2a,7de9a8586b5ad47b496e76a634d0cd3c,a77ad67d375e55d1ed5ce4624573eb92,466a6165e4af56953421076ebf127df1,2828b036899dac95fe8e231183436984,0caa8e7d874c0deb831b719462da3394,888e1a599d99d452d33bd83107e34fd6,761a15078d6c7f3f97435f73bddaac1e,a3e70d18e9220185699ee591e8c6abda,df39b1efd45ffd0826f21a1ebb86b210,5cb4d66cf8d39c75dff15f889a179fa3,b808f31597a4f96dd5f8a3515ac238f3,146d4a3c3edbff2fdea4fa19e712685e,9cd8f86b96e77d8d6973d0686d75f17b,2bba9c5f183b2bb07a8dcc243074d868,334ae1adb108072363b5a6d74aed8548,c4beffb17e38fcb9692bfdba2aaed69e,1db043b4e46a71d1f927ee26f1165d02,b38d816af2d16678d804b9cc4a3cb08c,79008a53e0a43418a7dc3b76c1e6505b,445ac44a5e07419bb65060fc5384c557,051e3bbc02f20c5202ebe1175a4aafa7,5ef4fb6db2050f1fa0ac24dc9afd72d3,30427ee623fc7d69764537bae811f85e,1f7f5f4a9c09af7d185b07e412d7a08c,5b525141e5c12d30fd1524eca77b7e0a}"
7874,REPARO EM FIBRA DE VIDRO E PINTURA DA EMBARCAÇÃO 'ECR TUCANO'.,NA,REPARO,REPARO EM,REPARO EM FIBRA,"{2f9584e61af49a7896bc5283e13f194f,562a7f312016561e3053ff36fbf3e8ac,c492719e8028dabdbaf61dfb337efdaf}"
6844,"CADEIRA ESCRITÓRIO CADEIRA PARA ESCRITÓRIO GIRATÓRIA, COM REGULAGEM DE ALTURA A GÁS, APOIO AJUSTAVEL PARA OS BRAÇOS, ESTOFAMENTO NA COR PRETA EM COURO ECOLÓGICO, CAPACIDADE DE PESO DE ATÉ 110 KG. GRL284009AU MARCA: FORMAFLLEX ITEM DO PROCESSO: 00015 ITEM DE MATERIAL: 000020680",NA,CADEIRA,CADEIRA ESCRITÓRIO,CADEIRA ESCRITÓRIO CADEIRA,"{e3e5df33ef6f750f8760aff1bd97e684,e6228fe9786512f70eda08e4288c64fe,0fa26ee7f37255956dea2d2c6a2ee62e,c26fb6f8263182f08cf9733bf1118ab5,7ec718d42d5488cf3f8468f374da4bed,49d21f0d47a8e86566e8c29c822f7cec,be5b5948d98517adb6c707f78aa0bfd9,1c26a12c9cb58eb1b9633a98e72181a1,4042a0b56b24073f6043664999e2d18c,6015fb7f9068227cb5738a9d59b7acd6}"
9702,PROJETOS DE PESQUISA E EXTENSãO,NA,PROJETOS,PROJETOS DE,PROJETOS DE PESQUISA,"{94cd98c892080b903b7032244687a877,329974beddc68f3bc1afc703bdac1653,d90e4f97c72335ab80dcb23f190d48a1}"
7618,PLACA ACETATO GOLDAY PLASTICOS 000284129,Unidade,PLACA,PLACA ACETATO,PLACA ACETATO GOLDAY,"{d37a6cdffbaf18cdeddf6b30d55d05d4,2cde405067d580248227356a542e478a,e9fa75dca12fc5835c7aca6a79859931,3a4830b707079fe7b6882a423984c6f6,e3d6918f7c508bbff3498db4f0092f4b,69077deadb6251a812f6d02da01c05d0}"
9728,PETROLATO VASELINA 000394023,"Bisnaga 30,00 G",PETROLATO,PETROLATO VASELINA,PETROLATO VASELINA 000394023,{da3db21c54d9e8d61440653d27befa5d}
7077,MÁSCARA NÃO DECLARADO 000313379,Unidade,MÁSCARA,MÁSCARA NÃO,MÁSCARA NÃO DECLARADO,"{8c3a6d3613bc455e01a14308c4a6fde9,1866784e36723b7d53c63917d1c1c761,2f2d4f6fbc6eb8d98b8793eb986061f6,cd00e9d4b4254909788cb43b857dd95d}"
7184,LUVA INDUSTRIAL Foxlux 000222683,Par,LUVA,LUVA INDUSTRIAL,LUVA INDUSTRIAL Foxlux,"{2fc8bbeafa4c2720d516c883cc43b515,8fc3e373502a5d4518360ac745f6cf63}"
7560,MACARRÃO NÃO INFORMADO 000458954,"Embalagem 500,00 G",MACARRÃO,MACARRÃO NÃO,MACARRÃO NÃO INFORMADO,"{a69772d72b9589d81d791dde6472fc2e,eec951c9eba1c53c7d7300304c3dc1e9,54e03a46bd6850a3ae8f1a0dffcca028,895c2b5da20c02773be5814c2464b252,55b0551d0f6cecc1d25725d43786f1af}"
9729,TERMÔMETRO Não informado 000266309,Unidade,TERMÔMETRO,TERMÔMETRO Não,TERMÔMETRO Não informado,{d149fb567847c58cbd8f6ea0bccc7afb}
9445,TECIDO cedro 000369897,Metro,TECIDO,TECIDO cedro,TECIDO cedro 000369897,"{54261e5806d90934fc70906ce77b8d5e,52dc20318d7997e6816f34c58e632b96}"
8594,"EXECUÇÃO DE SERVIÇOS, SOB DEMANDA, DE INTERPRETAÇÃO SIMULTÂNEA/CONSECUTIVA DA LÍNGUA BRASILEIRA DE SINAIS (LIBRAS) PARA A LÍNGUA PORTUGUESA E VICE-VERSA,NASMODALIDADES FALADA, SINALIZADA OU ESCRITA, NAS FORMAS SIMULTÂNEA OU CONSECUTI-VA, AO VIVO OU ENSAIADA, GRAVADA OU NÃO, EM EVENTOS, ATIVIDADES DIVERSAS E PROJETOS INSTITUCIONAIS DA EBC,OU POR ELA PROMOVIDOS, COM CESSÃO DE USO DE IMAGEMEXERCÍCIO 2020 - 01/01 A 31/10/2020: 10 MESES X R$ 32.666,00 = R$ 326.660,00 EXERCÍCIO 2020 - 01/11 A 18/11/2020: 18 DIAS X R$ 1.088,88 = R$ 19.600,00 TOTAL AUTORIZADO = R$ 346.260,00",NA,EXECUÇÃO,EXECUÇÃO DE,"EXECUÇÃO DE SERVIÇOS,","{e3906cd6777fd53e4fdef257e931e5fc,e4ee3cbf46bf303a24f369bc124c9e06,76c2756ab1f26e482e81740b2caa2437,db1c878d7fe5a8c311a6efc64adf13de,656bb26ac69db87471004c52a5550ad3,c3e59bd5b82b4413958f177bb294b6ec,0dac416625e45737c32ea4bff753fc78,9dea4446003f9be3d878a0be05ed402c,34b5580825976fd7df9f29a398a21b00,8b42543f008bf2c04c3dfdc0293d5122,f92b8255512abd8064299a7a1e482456,df2bda511bdeabbec7e19b5f74c0e2f1}"
6560,UN - ÁGUA SANITÁRIOA 1L GLOBO,NA,UN,UN -,UN - ÁGUA,"{e7de3d29afe585665c4dd56c4c1de4f4,c9f1e2a129248d48381e28626d5c742f,e218439e6c30e0bbd76e4b4da7804bb9,e2bf470cd259be5cdc6dc5baf7969ea7,88d36f657592613bb1570d279309769d,31896242291ff28c053bc68355d43990,4647e0f05ef16385a3a9e4d05ca0540c,f565ff7cf241323dc8be85a46307d214,b5be304cb4322423b132b9bf20fb1f51,a9cceead935c11f533e1c27fbc95ebd6,b8244591886e1b7ec2adc69af4e6ceff}"
6354,BOROSCOPIO Bomba de transferência - BTA 060 -01CV (reator x pulmão) MARCA: Inovar ITEM DO PROCESSO: 00002 ITEM DE MATERIAL: 000112968,NA,BOROSCOPIO,BOROSCOPIO Bomba,BOROSCOPIO Bomba de,"{945fe023a1b519d4ff1cd70223a76396,e31e877f970f0bb05503a248cf29126b,89e2adf6dab22df34bc291f5f796321b,807412fcd7536c588baed670c53f5a54,5d2b7913ff91479818f89aca512728a0}"
9718,02 UND - SWITCH GERENCIáVEL L2 24P + 4 SLOTS SFP JETSATREAM 10/100/1000 TP-LINK 72600G-28TS(TL-SG3424).,NA,02,02 UND,02 UND -,"{31babb98020ae716a28f052b5e3d5370,249e9313a13d9fd0ef1d743153cdd234}"
5892,"LIXEIRA, MATERIAL POLIETILENO, CAPACIDADE 50 L, TIPO CILINDRICO COM TAMPA, CARACTERÍSTICAS ADICIONAIS COM TAMPA E PEDAL MARCA: - ITEM DO PROCESSO: 00007 ITEM DE MATERIAL: 000422193",NA,"LIXEIRA,","LIXEIRA, MATERIAL","LIXEIRA, MATERIAL POLIETILENO,","{d78c2460a8afc318afb77e25286bda11,52946f238b1cb14984a3a5ce0766b8ae,e4e2d468162b6da1d36cdad020293b96,fe3b79f26eec7acc812a86b55a0e6407,1419059cab2be69197e4b713b9c60f87,634cf8e07b7bdadea98de4ab7c58eaa8,1ba7af7c7cde46e95683c305360c6249,da0d26962a69b197097edce9ce743978}"
7698,"CONJUNTO REGULADOR CILINDRO, COMPONENTES 01 REGULADOR DE PRESSÃO MODELO R-77 E01 REGULADO R, APLICAÇÃO CILINDRO DE ALTA PRESSÃO PARA GÁS OXIGÊNIO E ACET I MARCA: LUXFER ITEM DO PROCESSO: 00140 ITEM DE MATERIAL: 000255886",NA,CONJUNTO,CONJUNTO REGULADOR,"CONJUNTO REGULADOR CILINDRO,","{7e36267f9975c71d28e6918e3c467db5,4a11efb8d9fb1c5381635e0b66ae376f}"
7389,33-ABECOVID. PASSAGEM AEREA PARA REPATRIACAO DO BRASILEIRO DESVALIDO JOSE RAMON ROCHA PEREIRA. CORONAVIRUS. AT 4577/2020.,NA,33-ABECOVID.,33-ABECOVID. PASSAGEM,33-ABECOVID. PASSAGEM AEREA,"{fd2dda65488cf56e31f26686a94c394a,fe9f9ec07085c26531903eb33f37776e,a0ddbe8add1b844ba1668616e3a1e308}"
6228,BOLSA RESERVATORIO O2 SPL 000282792,Unidade,BOLSA,BOLSA RESERVATORIO,BOLSA RESERVATORIO O2,"{50fc39e176624f383e9de4e13cb4bf79,72687c138c0e831bd11ede3bc199d496,f30072f3d71fd892fc169ac5bf6ed494,c4fec4fb3cb89db75d773832a16b5daf,83a1f2aaa9732f12ec80bc95ac4e4953,21733f1c8cc168f54286d05f7c7cc5dc,6215c23a72f1af2997de1cbf76e8d261,1384687bd1a12e7e332d709cad5a055c,37f9b07f9a1a7e4c22d6d116d2b2b5d0,83620fe5b2b5eb18d38397bd4f2e9993}"
7836,ELÁSTICO PROCESSO                                                             Elástico para vestuário S/M 000150573,Unidade,ELÁSTICO,ELÁSTICO PROCESSO,ELÁSTICO PROCESSO ,"{6f2b2be849d69bae6b942a8ca5be9f96,c5eded69b96a5820dff74f6b7eddce70,007c526b1619d911394fceeeebfe04c1}"
9413,CONJUNTO HIGIENE ORAL CARE 000411254,Unidade,CONJUNTO,CONJUNTO HIGIENE,CONJUNTO HIGIENE ORAL,"{8f5dfaee67dd9d62eee8e7b0ecd820f0,3e62a8fdd7ce65ec2737fb67d7c00fdf}"
5752,DIáRIAS PARA SERVIDOR A FIM DE APOIAR_A EQUIPE DO DSEI/SESAI EM MISSãO DE MONITO.E CONTRO.DE ACES.àS COMUNI.INDIG.CONF.MM21/2020/SEGAT/CR/MAO E NC001204.,NA,DIáRIAS,DIáRIAS PARA,DIáRIAS PARA SERVIDOR,"{11cb404164418898326b2e47497707cc,1e398a572436d8c4e5b6394e33db7670,eb769dbcf944c1efc6d521d73e3e741f,65b1129db0aa3b217cc239a930f3291e,8a8f851c256bff8cf7a1516a16d89c32,ae3a916529070ec3aba30c085738d2d8,74d6e67071b79fe50f04e5a9ebdbd235,c965ff5c521930be895fb8edc60bb0b0,5507f102819d3c5702fcb97af36ba0b3,2e06fd83546989293834b262417f77a2,c26d9c51772913bd72a2d217c995f1f2,29b66b275c6d180206ecfed5339c175b,9f1b66711b2d972d67d58d6ba4cebd44,d9222fef41d6de0585ab3e3612d4712e,a6d971d0e799e447e212f88a710469e9,01ce190683879ce024f67543b235a5bc,7cd44ab2405da47806c1eed93fbb821f,7901fc8603a97b76760a4ca296fac338,aeb621a1f7d3645c6971578165886c3b}"
6626,"CÂMERA WEB CÂMERA WEB, NOME CÂMERA WEB MARCA: Logitech ITEM DO PROCESSO: 00057 ITEM DE MATERIAL: 000150281",NA,CÂMERA,CÂMERA WEB,CÂMERA WEB CÂMERA,"{fbf1c57705d8d971fa725a8cb1d0ea86,cf2c90bb10bd0db63e4c6aeb26efc8be,c8f0e4aa6fab69001def0e850c9ee055,175e8f442f1e5ec9e3aaca3b9c5531bf}"
8508,"190027214 LUVA DESCART?VEL PARA EXAME E TRATAMENTO DE PACIENTES ,MATERIAL L?TEX, N?O EST#AIR0 10",NA,190027214,190027214 LUVA,190027214 LUVA DESCART?VEL,"{4f6a2da63bbc57efe4e978d4fbd347f4,e09b2c8c7209101fbcb4fedf7314e441,7c4ac11dd3d41e2f52891e1469857844,15879469a0c8ffff6d9c9f3a460a5bfa,ab1b6fc300c1acd0793189d03497cd1b,24767ac8df5bba2e8a1736447ad9ba9b,0a6cbcace6ac0096915ae0c72b108d06,4e110fb8b36024152ac1491d807a4042}"
9732,FRUTA Agroverde 000464406,Quilograma,FRUTA,FRUTA Agroverde,FRUTA Agroverde 000464406,"{73d9d9c6aab4fb5ed3099bbab5d5b97f,4f515bb4ae5659af3906b73be570c5fa,1ddc36a53988abd7c2038b9ab1437d0f,70272a02d7fe03e3a6fdd118416ff82a}"
5631,RÓTULO IMPRESSO                                                               Rótulo impresso ALL4LABELS 000029564,Unidade,RÓTULO,RÓTULO IMPRESSO,RÓTULO IMPRESSO ,"{f396ceacaffedd6d04a92faf69d3e75b,819672afe781677a7fe1bddb9a96ba60,9fd8c50f5174a9f5c272fa2ffac37ebe,3f80b104f5b3a3fe920f08646b6497a4,3e21ebc9cc790397e227e1859fe0b033,2d252b4fa2e68e8bd786321194a895c3,7fb4e404bbd57912bbaf3b821ab0103a,bf6a7809adfb1273b2f02d0a9a74aeb8,3e8aa08fdb80140729ee8713cb741113,6934da1d2c92873693938c2902271f79,4a7e3305a5241727170a815b0d605dcb,2488d9a0aa2e6434f568284d87affa13,17739f7320836cf804826ad7fd6be3ca,0bbea14a5a78cc7b2a4b8afbee077edc,6410789a9025c0bd885a9d30f432f5d1,91b43b726b53c072974855165e044fd4,19a6c9c7af2d6fde3e47d974842cfe7a,f91747b34464d0c4148305264aec0cc8,9cd2f3c954f4d346870d9beb2ac2743f,ada28c9a9c58717fb499bd269353c3bb}"
