CD_ORGAO,NOME_ORGAO,SIGLA_ORGAO,ESFERA,SETOR_GOVERNAMENTAL,CNPJ,HOME_PAGE,NATUREZA_JURIDICA,CONTABILIDADE,SITUACAO_ORGAO,CD_MUNICIPIO_TCERS,NOME_MUNICIPIO,CD_MUNICIPIO_IBGE
67001,CM DE EREBANGO,CM EREBANG,MUNICIPAL,LEGISLATIVO,92453828000113,www.erebango.rs.gov.br,PUBLICA,4320/64,1-ATIVO,270,EREBANGO,4306973
67002,INST. PREV. ASSIST. MUN. - EREBANGO,IPRAME,MUNICIPAL,AUTARQUIA,1031661000147,,PUBLICA,4320/64,1-ATIVO,270,EREBANGO,4306973
67100,PM DE ERNESTINA,PM ERNESTI,MUNICIPAL,EXECUTIVO,92406180000124,www.ernestina.rs.gov.br,PUBLICA,4320/64,1-ATIVO,271,ERNESTINA,4307054
67101,CM DE ERNESTINA,CM ERNESTI,MUNICIPAL,LEGISLATIVO,2321433000174,cmernestina.rs.gov.br/,PUBLICA,4320/64,1-ATIVO,271,ERNESTINA,4307054
67102,CAIXA DE ASSIST. E PENSÕES DOS SERV. MUNIC. - ERNESTINA,CAPESER,MUNICIPAL,AUTARQUIA,92406180000205,,PUBLICA,4320/64,1-ATIVO,271,ERNESTINA,4307054
67200,PM DE ESTAÇÃO,PM ESTACAO,MUNICIPAL,EXECUTIVO,92406248000175,www.pmestacao.com.br,PUBLICA,4320/64,1-ATIVO,272,ESTAÇÃO,4307559
67201,CM DE ESTAÇÃO,CM ESTACAO,MUNICIPAL,LEGISLATIVO,31263865000174,www.pmestacao.com.br,PUBLICA,4320/64,1-ATIVO,272,ESTAÇÃO,4307559
67300,PM DE EUGÊNIO DE CASTRO,PM,MUNICIPAL,EXECUTIVO,89971766000127,www.pmeuca.com.br,PUBLICA,4320/64,1-ATIVO,273,EUGÊNIO DE CASTRO,4307831
67301,CM DE EUGÊNIO DE CASTRO,CM EUGENIO,MUNICIPAL,LEGISLATIVO,9516868000113,www.camaraeugeniodecastro.rs.gov.br,PUBLICA,4320/64,1-ATIVO,273,EUGÊNIO DE CASTRO,4307831
67400,PM DE FAGUNDES VARELA,PM F. VARE,MUNICIPAL,EXECUTIVO,91566893000192,www.fagundesvarela.rs.gov.br,PUBLICA,4320/64,1-ATIVO,274,FAGUNDES VARELA,4307864
67401,CM DE FAGUNDES VARELA,CM FAGUNDE,MUNICIPAL,LEGISLATIVO,30653304000119,www.fagundesvarela.rs.gov.br,PUBLICA,4320/64,1-ATIVO,274,FAGUNDES VARELA,4307864
67500,PM DE FAXINALZINHO,PM FAXINAL,MUNICIPAL,EXECUTIVO,92453851000108,www.faxinalzinho.rs.gov.br,PUBLICA,4320/64,1-ATIVO,275,FAXINALZINHO,4308052
67501,CM DE FAXINALZINHO,CM FAXINAL,MUNICIPAL,LEGISLATIVO,29320782000128,faxinalzinho.rs.gov.br,PUBLICA,4320/64,1-ATIVO,275,FAXINALZINHO,4308052
67600,PM DE GLORINHA,PM,MUNICIPAL,EXECUTIVO,91338558000137,www.glorinha.rs.gov.br,PUBLICA,4320/64,1-ATIVO,276,GLORINHA,4309050
67601,CM DE GLORINHA,CM GLORINH,MUNICIPAL,LEGISLATIVO,9566749000175,www.camaraglorinha.rs.gov.br,PUBLICA,4320/64,1-ATIVO,276,GLORINHA,4309050
67700,PM DE GUABIJU,PM GUABIJU,MUNICIPAL,EXECUTIVO,91566844000150,www.guabijurs.com.br,PUBLICA,4320/64,1-ATIVO,277,GUABIJU,4309258
67701,CM DE GUABIJU,CM GUABIJU,MUNICIPAL,LEGISLATIVO,29330878000177,www.legislativoguabijurs.com.br,PUBLICA,4320/64,1-ATIVO,277,GUABIJU,4309258
67800,PM DE HARMONIA,PM HARMONI,MUNICIPAL,EXECUTIVO,91693283000150,www.harmonia.rs.gov.br,PUBLICA,4320/64,1-ATIVO,278,HARMONIA,4309555
67801,CM DE HARMONIA,CM HARMONI,MUNICIPAL,LEGISLATIVO,11043002000184,www.camaraharmonia.rs.gov.br,PUBLICA,4320/64,1-ATIVO,278,HARMONIA,4309555
67900,PM DE IBARAMA,PM IBARAMA,MUNICIPAL,EXECUTIVO,92000231000113,www.ibarama.rs.gov.br,PUBLICA,4320/64,1-ATIVO,279,IBARAMA,4309753
67901,CM DE IBARAMA,CM IBARAMA,MUNICIPAL,LEGISLATIVO,9472235000150,www.camaraibarama.rs.gov.br,PUBLICA,4320/64,1-ATIVO,279,IBARAMA,4309753
68000,PM DE IBIRAPUITÃ,PM IBIRAPU,MUNICIPAL,EXECUTIVO,92406263000113,www.ibirapuita.rs.gov.br,PUBLICA,4320/64,1-ATIVO,280,IBIRAPUITÃ,4309951
68001,CM DE IBIRAPUITÃ,CM IBIRAPU,MUNICIPAL,LEGISLATIVO,33192812000135,www.camaraibirapuita.rs.gov.br,PUBLICA,4320/64,1-ATIVO,280,IBIRAPUITÃ,4309951
68100,PM DE IMBÉ,PM,MUNICIPAL,EXECUTIVO,90256652000184,www.imbe.rs.gov.br,PUBLICA,4320/64,1-ATIVO,281,IMBÉ,4310330
68101,CM DE IMBÉ,CM IMBE,MUNICIPAL,LEGISLATIVO,90256728000171,www.camaraimbe.rs.gov.br,PUBLICA,4320/64,1-ATIVO,281,IMBÉ,4310330
68200,PM DE IMIGRANTE,PM IMIGRAN,MUNICIPAL,EXECUTIVO,92454776000108,www.imigrante-rs.com.br,PUBLICA,4320/64,1-ATIVO,282,IMIGRANTE,4310363
68201,CM DE IMIGRANTE,CM IMIGRAN,MUNICIPAL,LEGISLATIVO,21870600000180,www.camaraimigrante.com.br,PUBLICA,4320/64,1-ATIVO,282,IMIGRANTE,4310363
68300,PM DE IPÊ,PM IPE,MUNICIPAL,EXECUTIVO,90544511000167,www.ipe-rs.com.br,PUBLICA,4320/64,1-ATIVO,283,IPÊ,4310439
68301,CM DE IPÊ,CM IPE,MUNICIPAL,LEGISLATIVO,9012116000115,www.camaraipe.com.br,PUBLICA,4320/64,1-ATIVO,283,IPÊ,4310439
68400,PM DE IPIRANGA DO SUL,PM IPIRANG,MUNICIPAL,EXECUTIVO,92453836000160,www.ipirangadosul.rs.gov.br,PUBLICA,4320/64,1-ATIVO,284,IPIRANGA DO SUL,4310462
68401,CM DE IPIRANGA DO SUL,CM IPIRANG,MUNICIPAL,LEGISLATIVO,92453836000160,ipirangadosul.rs.leg.br,PUBLICA,4320/64,1-ATIVO,284,IPIRANGA DO SUL,4310462
68500,PM DE ITACURUBI,PM,MUNICIPAL,EXECUTIVO,91573048000144,www.itacurubi.rs.gov.br,PUBLICA,4320/64,1-ATIVO,285,ITACURUBI,4310553
68501,CM DE ITACURUBI,CM ITACURU,MUNICIPAL,LEGISLATIVO,2945621000173,www.camaraitacurubi.rs.gov.br,PUBLICA,4320/64,1-ATIVO,285,ITACURUBI,4310553
68600,PM DE IVORÁ,PM IVORA,MUNICIPAL,EXECUTIVO,92457175000140,www.ivora.rs.gov.br,PUBLICA,4320/64,1-ATIVO,286,IVORÁ,4310751
68601,CM DE IVORÁ,CM IVORA,MUNICIPAL,LEGISLATIVO,9061161000160,www.ivora.rs.leg.br,PUBLICA,4320/64,1-ATIVO,286,IVORÁ,4310751
68700,PM DE JABOTICABA,PM,MUNICIPAL,EXECUTIVO,92005560000157,www.jaboticaba.rs.gov.br,PUBLICA,4320/64,1-ATIVO,287,JABOTICABA,4310850
68701,CM DE JABOTICABA,CM JABOTIC,MUNICIPAL,LEGISLATIVO,14416024000130,www.jaboticaba.rs.gov.br,PUBLICA,4320/64,1-ATIVO,287,JABOTICABA,4310850
68800,PM DE JAQUIRANA,PM JAQUIRA,MUNICIPAL,EXECUTIVO,92401561000110,www.jaquirana.rs.gov.br,PUBLICA,4320/64,1-ATIVO,288,JAQUIRANA,4311122
68801,CM DE JAQUIRANA,CM JAQUIRA,MUNICIPAL,LEGISLATIVO,4464964000141,www.camarajaquirana.com.br,PUBLICA,4320/64,1-ATIVO,288,JAQUIRANA,4311122
68900,PM DE LAGOÃO,PM LAGOAO,MUNICIPAL,EXECUTIVO,92406289000161,www.lagoao.rs.gov.br,PUBLICA,4320/64,1-ATIVO,289,LAGOÃO,4311254
68901,CM DE LAGOÃO,CM LAGOAO,MUNICIPAL,LEGISLATIVO,4327155000198,camaralagoao.rs.gov.br,PUBLICA,4320/64,1-ATIVO,289,LAGOÃO,4311254
69000,PM DE MONTAURI,PM MONTAUR,MUNICIPAL,EXECUTIVO,90221565000191,www.pmmontauri.com.br,PUBLICA,4320/64,1-ATIVO,290,MONTAURI,4312351
69001,CM DE MONTAURI,CM MONTAUR,MUNICIPAL,LEGISLATIVO,29433284000191,www.pmmontauri.com.br,PUBLICA,4320/64,1-ATIVO,290,MONTAURI,4312351
69100,PM DE MORRO REDONDO,PM MORR.RE,MUNICIPAL,EXECUTIVO,91558650000102,www.morroredondo.rs.gov.br,PUBLICA,4320/64,1-ATIVO,291,MORRO REDONDO,4312450
69101,CM DE MORRO REDONDO,CM M REDON,MUNICIPAL,LEGISLATIVO,11049372000129,http://www.camaramorroredondo.com.br/,PUBLICA,4320/64,1-ATIVO,291,MORRO REDONDO,4312450
69200,PM DE NOVA ALVORADA,PM N ALVOR,MUNICIPAL,EXECUTIVO,92402502000167,www.novaalvorada.rs.gov.br,PUBLICA,4320/64,1-ATIVO,292,NOVA ALVORADA,4312757
69201,CM DE NOVA ALVORADA,CM N ALVOR,MUNICIPAL,LEGISLATIVO,11294385000163,www.cmnovaalvorada.rs.gov.br,PUBLICA,4320/64,1-ATIVO,292,NOVA ALVORADA,4312757
69300,PM DE NOVA ESPERANÇA DO SUL,PM N. ESP.,MUNICIPAL,EXECUTIVO,92455393000146,www.novaesperancadosul.rs.gov.br,PUBLICA,4320/64,1-ATIVO,293,NOVA ESPERANÇA DO SUL,4313037
69301,CM DE NOVA ESPERANÇA DO SUL,CM N ESPER,MUNICIPAL,LEGISLATIVO,23669055000194,www.novaesperancadosul.rs.leg.br,PUBLICA,4320/64,1-ATIVO,293,NOVA ESPERANÇA DO SUL,4313037
69400,PM DE NOVA HARTZ,PM NOVA HA,MUNICIPAL,EXECUTIVO,91995365000159,www.novahartz.rs.gov.br,PUBLICA,4320/64,1-ATIVO,294,NOVA HARTZ,4313060
69401,CM DE NOVA HARTZ,CM NOVA HA,MUNICIPAL,LEGISLATIVO,2919554000112,www.camaranovahartz.rs.gov.br,PUBLICA,4320/64,1-ATIVO,294,NOVA HARTZ,4313060
69500,PM DE NOVA ROMA DO SUL,PM N. ROMA,MUNICIPAL,EXECUTIVO,91110296000159,www.novaromadosul.rs.gov.br,PUBLICA,4320/64,1-ATIVO,295,NOVA ROMA DO SUL,4313359
69501,CM DE NOVA ROMA DO SUL,CM N ROMA,MUNICIPAL,LEGISLATIVO,92860691000111,novaromadosul.rs.leg.br,PUBLICA,4320/64,1-ATIVO,295,NOVA ROMA DO SUL,4313359
69600,PM DE PANTANO GRANDE,PM P GRAND,MUNICIPAL,EXECUTIVO,91342667000128,www.pantanogrande.rs.gov.br,PUBLICA,4320/64,1-ATIVO,296,PANTANO GRANDE,4313953
69601,CM DE PANTANO GRANDE,CM PANTANO,MUNICIPAL,LEGISLATIVO,5048928000160,www.camarapantanogrande.rs.gov.br,PUBLICA,4320/64,1-ATIVO,296,PANTANO GRANDE,4313953
69700,PM DE PARAÍSO DO SUL,PM PARAISO,MUNICIPAL,EXECUTIVO,92000207000184,www.paraisodosul.rs.gov.br,PUBLICA,4320/64,1-ATIVO,297,PARAÍSO DO SUL,4314027
69701,CM DE PARAÍSO DO SUL,CM PARAISO,MUNICIPAL,LEGISLATIVO,401102000119,www.paraisodosul.rs.leg.br,PUBLICA,4320/64,1-ATIVO,297,PARAÍSO DO SUL,4314027
69800,PM DE PAVERAMA,PM PAVERAM,MUNICIPAL,EXECUTIVO,91693317000106,www.paverama.rs.gov.br,PUBLICA,4320/64,1-ATIVO,298,PAVERAMA,4314159
69801,CM DE PAVERAMA,CM PAVERAM,MUNICIPAL,LEGISLATIVO,10674611000179,www.camarapaverama.rs.gov.br,PUBLICA,4320/64,1-ATIVO,298,PAVERAMA,4314159
69900,PM DE PINHAL,PM,MUNICIPAL,EXECUTIVO,92005586000103,www.pinhal.rs.gov.br,PUBLICA,4320/64,1-ATIVO,299,PINHAL,4314456
69901,CM DE PINHAL,CM PINHAL,MUNICIPAL,LEGISLATIVO,10774771000190,www.camarapinhalrs.com.br/,PUBLICA,4320/64,1-ATIVO,299,PINHAL,4314456
70000,PM DE PIRAPÓ,PM,MUNICIPAL,EXECUTIVO,91553941000108,www.pirapo.rs.gov.br,PUBLICA,4320/64,1-ATIVO,300,PIRAPÓ,4314555
70001,CM DE PIRAPÓ,CM PIRAPO,MUNICIPAL,LEGISLATIVO,9028563000162,www.camarapirapo.rs.gov.br,PUBLICA,4320/64,1-ATIVO,300,PIRAPÓ,4314555
70100,PM DE POÇO DAS ANTAS,PM P. DAS,MUNICIPAL,EXECUTIVO,91693333000107,www.pocodasantas.rs.gov.br,PUBLICA,4320/64,1-ATIVO,301,POÇO DAS ANTAS,4314753
70101,CM DE POÇO DAS ANTAS,CM POCO AN,MUNICIPAL,LEGISLATIVO,10942737000187,www.pocodasantas.rs.leg.br,PUBLICA,4320/64,1-ATIVO,301,POÇO DAS ANTAS,4314753
70200,PM DE POUSO NOVO,PM POUSO N,MUNICIPAL,EXECUTIVO,92454826000149,www.pousonovo.rs.gov.br,PUBLICA,4320/64,1-ATIVO,302,POUSO NOVO,4315131
70201,CM DE POUSO NOVO,CM POUSO N,MUNICIPAL,LEGISLATIVO,29243934000136,www.camarapousonovo.rs.gov.br,PUBLICA,4320/64,1-ATIVO,302,POUSO NOVO,4315131
70300,PM DE PROGRESSO,PM PROGRES,MUNICIPAL,EXECUTIVO,92454800000109,www.progresso.rs.gov.br,PUBLICA,4320/64,1-ATIVO,303,PROGRESSO,4315156
70301,CM DE PROGRESSO,CM PROGRES,MUNICIPAL,LEGISLATIVO,29765676000158,www.camaraprogresso.rs.gov.br,PUBLICA,4320/64,1-ATIVO,303,PROGRESSO,4315156
70400,PM DE PROTÁSIO ALVES,PM P. ALVE,MUNICIPAL,EXECUTIVO,91566885000146,www.protasioalves.rs.gov.br,PUBLICA,4320/64,1-ATIVO,304,PROTÁSIO ALVES,4315172
70401,CM DE PROTÁSIO ALVES,CM P ALVES,MUNICIPAL,LEGISLATIVO,29527022000196,www.legislativoprotasioalves.com.br,PUBLICA,4320/64,1-ATIVO,304,PROTÁSIO ALVES,4315172
70500,PM DE QUINZE DE NOVEMBRO,PM Q NOVEM,MUNICIPAL,EXECUTIVO,91574764000146,www.quinzedenovembro.rs.gov.br,PUBLICA,4320/64,1-ATIVO,305,QUINZE DE NOVEMBRO,4315354
70501,CM DE QUINZE DE NOVEMBRO,CM Q NOVEM,MUNICIPAL,LEGISLATIVO,11235916000147,www.camaraquinze.com.br,PUBLICA,4320/64,1-ATIVO,305,QUINZE DE NOVEMBRO,4315354
70600,PM DE RELVADO,PM RELVADO,MUNICIPAL,EXECUTIVO,92402510000103,www.relvadors.com.br,PUBLICA,4320/64,1-ATIVO,306,RELVADO,4315453
70601,CM DE RELVADO,CM RELVADO,MUNICIPAL,LEGISLATIVO,17556334000149,www.relvadors.com.br/,PUBLICA,4320/64,1-ATIVO,306,RELVADO,4315453
70700,PM DE RIOZINHO,PM,MUNICIPAL,EXECUTIVO,92401553000174,http://www.pmriozinho.rs.gov.br/,PUBLICA,4320/64,1-ATIVO,307,RIOZINHO,4315750
70701,CM DE RIOZINHO,CM RIOZINH,MUNICIPAL,LEGISLATIVO,9191504000100,www.riozinho.rs.leg.br,PUBLICA,4320/64,1-ATIVO,307,RIOZINHO,4315750
70800,PM DE SANTA MARIA DO HERVAL,PM S M HER,MUNICIPAL,EXECUTIVO,91995373000103,www.santamariadoherval.rs.gov,PUBLICA,4320/64,1-ATIVO,308,SANTA MARIA DO HERVAL,4316956
70801,CM DE SANTA MARIA DO HERVAL,SM S M HER,MUNICIPAL,LEGISLATIVO,29490610000100,www.santamariadoherval.rs.gov.br,PUBLICA,4320/64,1-ATIVO,308,SANTA MARIA DO HERVAL,4316956
70900,PM DE SÃO DOMINGOS DO SUL,PM S DOMIN,MUNICIPAL,EXECUTIVO,92406453000130,www.saodomingosdosul.rs.gov.br,PUBLICA,4320/64,1-ATIVO,309,SÃO DOMINGOS DO SUL,4318051
70901,CM DE SÃO DOMINGOS DO SUL,CM S DOMIN,MUNICIPAL,LEGISLATIVO,29392075000147,www.saodomingosdosul.rs.gov.br/transparencia,PUBLICA,4320/64,1-ATIVO,309,SÃO DOMINGOS DO SUL,4318051
71000,PM DE SÃO JOÃO DA URTIGA,PM S J URT,MUNICIPAL,EXECUTIVO,90483082000165,www.saojoaodaurtigars.com.br,PUBLICA,4320/64,1-ATIVO,310,SÃO JOÃO DA URTIGA,4318424
71001,CM DE SÃO JOÃO DA URTIGA,CM S J URT,MUNICIPAL,LEGISLATIVO,2952796000108,www.camarasju.com.br,PUBLICA,4320/64,1-ATIVO,310,SÃO JOÃO DA URTIGA,4318424
71100,PM DE SÃO JORGE,PM SAO JOR,MUNICIPAL,EXECUTIVO,91566851000151,www.saojorge.rs.gov.br,PUBLICA,4320/64,1-ATIVO,311,SÃO JORGE,4318440
71101,CM DE SÃO JORGE,CM SAO JOR,MUNICIPAL,LEGISLATIVO,29363463000108,www.saojorge.rs.gov.br,PUBLICA,4320/64,1-ATIVO,311,SÃO JORGE,4318440
71200,PM DE SÃO JOSÉ DO HERVAL,PM S J HER,MUNICIPAL,EXECUTIVO,92406511000126,www.saojosedoherval.rs.gov.br,PUBLICA,4320/64,1-ATIVO,312,SÃO JOSÉ DO HERVAL,4318465
71201,CM DE SÃO JOSÉ DO HERVAL,CM S J HER,MUNICIPAL,LEGISLATIVO,92406511000126,www.camarasaojosedoherval.rs.gov.br,PUBLICA,4320/64,1-ATIVO,312,SÃO JOSÉ DO HERVAL,4318465
71300,PM DE SÃO JOSÉ DO HORTÊNCIO,PM S J HOR,MUNICIPAL,EXECUTIVO,92122753000198,www.saojosedohortencio.rs.gov.br,PUBLICA,4320/64,1-ATIVO,313,SÃO JOSÉ DO HORTÊNCIO,4318481
71301,CM DE SÃO JOSÉ DO HORTÊNCIO,CM S J HOR,MUNICIPAL,LEGISLATIVO,18114230000147,www.saojosedohortencio.rs.gov.br,PUBLICA,4320/64,1-ATIVO,313,SÃO JOSÉ DO HORTÊNCIO,4318481
71400,PM DE SÃO MIGUEL DAS MISSÕES,PM,MUNICIPAL,EXECUTIVO,89971758000180,www.saomiguel-rs.com.br,PUBLICA,4320/64,1-ATIVO,314,SÃO MIGUEL DAS MISSÕES,4319158
71401,CM DE SÃO MIGUEL DAS MISSÕES,CM S M MIS,MUNICIPAL,LEGISLATIVO,7763399000101,www.camarasaomiguel.rs.gov.br,PUBLICA,4320/64,1-ATIVO,314,SÃO MIGUEL DAS MISSÕES,4319158
71500,PM DE SÃO VENDELINO,PM S VENDE,MUNICIPAL,EXECUTIVO,91984492000152,www.saovendelino.rs.gov.br,PUBLICA,4320/64,1-ATIVO,315,SÃO VENDELINO,4319752
71501,CM DE SÃO VENDELINO,CM S VENDE,MUNICIPAL,LEGISLATIVO,17330431000119,www.camarasaovendelino.rs.gov.br,PUBLICA,4320/64,1-ATIVO,315,SÃO VENDELINO,4319752
71600,PM DE SEDE NOVA,PM,MUNICIPAL,EXECUTIVO,91997056000118,www.sedenova.rs.gov.br,PUBLICA,4320/64,1-ATIVO,316,SEDE NOVA,4320230
71601,CM DE SEDE NOVA,CM SEDE NO,MUNICIPAL,LEGISLATIVO,12721412000108,www.sedenova.rs.gov.br,PUBLICA,4320/64,1-ATIVO,316,SEDE NOVA,4320230
71700,PM DE SEGREDO,PM SEGREDO,MUNICIPAL,EXECUTIVO,92000215000120,www.segredo.rs.gov.br,PUBLICA,4320/64,1-ATIVO,317,SEGREDO,4320263
71701,CM DE SEGREDO,CM SEGREDO,MUNICIPAL,LEGISLATIVO,10995836000127,www.camarasegredo.rs.gov.br,PUBLICA,4320/64,1-ATIVO,317,SEGREDO,4320263
71800,PM DE SILVEIRA MARTINS,PM S MARTI,MUNICIPAL,EXECUTIVO,92457217000143,www.silveiramartins.rs.gov.br,PUBLICA,4320/64,1-ATIVO,318,SILVEIRA MARTINS,4320651
71801,CM DE SILVEIRA MARTINS,CM S MARTI,MUNICIPAL,LEGISLATIVO,92457308000189,camarasilveiramartins.rs.gov.br/,PUBLICA,4320/64,1-ATIVO,318,SILVEIRA MARTINS,4320651
71900,PM DE TAQUARUÇU DO SUL,PM,MUNICIPAL,EXECUTIVO,92403567000127,www.taquarucudosulrs.com.br/site/,PUBLICA,4320/64,1-ATIVO,319,TAQUARUÇU DO SUL,4321329
71901,CM DE TAQUARUÇU DO SUL,CM TAQUARU,MUNICIPAL,LEGISLATIVO,9101862000185,www.cmtaquarucudosul.com.br,PUBLICA,4320/64,1-ATIVO,319,TAQUARUÇU DO SUL,4321329
72000,PM DE TERRA DE AREIA,PM,MUNICIPAL,EXECUTIVO,90256660000120,www.terradeareia.rs.gov.br,PUBLICA,4320/64,1-ATIVO,320,TERRA DE AREIA,4321436
72001,CM DE TERRA DE AREIA,CM TERRA A,MUNICIPAL,LEGISLATIVO,91103085000199,camaraterradeareia.rs.gov.br,PUBLICA,4320/64,1-ATIVO,320,TERRA DE AREIA,4321436
72100,PM DE TRÊS ARROIOS,PM TRES AR,MUNICIPAL,EXECUTIVO,92453810000111,www.pmtresarroios.com.br,PUBLICA,4320/64,1-ATIVO,321,TRÊS ARROIOS,4321634
72101,CM DE TRÊS ARROIOS,CM TRES AR,MUNICIPAL,LEGISLATIVO,29390626000133,www.pmtresarroios.com.br,PUBLICA,4320/64,1-ATIVO,321,TRÊS ARROIOS,4321634
72200,PM DE TRÊS CACHOEIRAS,PM,MUNICIPAL,EXECUTIVO,91103127000191,www.trescachoeiras.rs.gov.br,PUBLICA,4320/64,1-ATIVO,322,TRÊS CACHOEIRAS,4321667
72201,CM DE TRÊS CACHOEIRAS,CM 3 CACHO,MUNICIPAL,LEGISLATIVO,4526121000122,www.trescachoeiras.rs.leg.br,PUBLICA,4320/64,1-ATIVO,322,TRÊS CACHOEIRAS,4321667
72300,PM DE TRÊS PALMEIRAS,PM T PALME,MUNICIPAL,EXECUTIVO,92399112000185,www.trespalmeiras.rs.gov.br,PUBLICA,4320/64,1-ATIVO,323,TRÊS PALMEIRAS,4321857
72301,CM DE TRÊS PALMEIRAS,CM T PALME,MUNICIPAL,LEGISLATIVO,8010937000150,sistema.slah.com.br/portal.camara.trespalmeiras-rs,PUBLICA,4320/64,1-ATIVO,323,TRÊS PALMEIRAS,4321857
72400,PM DE TRINDADE DO SUL,PM TRINDAD,MUNICIPAL,EXECUTIVO,92399211000167,www.trindadedosul.rs.gov.br,PUBLICA,4320/64,1-ATIVO,324,TRINDADE DO SUL,4321956
72401,CM DE TRINDADE DO SUL,CM TRINDAD,MUNICIPAL,LEGISLATIVO,7885376000170,www.cmtrindadedosul.rs.gov.br,PUBLICA,4320/64,1-ATIVO,324,TRINDADE DO SUL,4321956
72500,PM DE TUNAS,PM TUNAS,MUNICIPAL,EXECUTIVO,92406438000192,www.tunas.rs.gov.br,PUBLICA,4320/64,1-ATIVO,325,TUNAS,4322152
72501,CM DE TUNAS,CM TUNAS,MUNICIPAL,LEGISLATIVO,29164554000106,www.camaratunas.rs.gov.br,PUBLICA,4320/64,1-ATIVO,325,TUNAS,4322152
72600,PM DE TUPANDI,PM TUPANDI,MUNICIPAL,EXECUTIVO,92122712000100,www.tupandi.rs.gov.br,PUBLICA,4320/64,1-ATIVO,326,TUPANDI,4322251
72601,CM DE TUPANDI,CM TUPANDI,MUNICIPAL,LEGISLATIVO,10782093000107,www.camaratupandi.rs.gov.br,PUBLICA,4320/64,1-ATIVO,326,TUPANDI,4322251
72700,PM DE VANINI,PM VANINI,MUNICIPAL,EXECUTIVO,92406206000134,www.pmvanini.com.br,PUBLICA,4320/64,1-ATIVO,327,VANINI,4322558
72701,CM DE VANINI,CM VANINI,MUNICIPAL,LEGISLATIVO,10993799000118,www.vanini.rs.leg.br,PUBLICA,4320/64,1-ATIVO,327,VANINI,4322558
72800,PM DE VILA FLORES,PM VILA FL,MUNICIPAL,EXECUTIVO,91566869000153,www.vilaflores.rs.gov.br,PUBLICA,4320/64,1-ATIVO,328,VILA FLORES,4323309
72801,CM DE VILA FLORES,CM VILA FL,MUNICIPAL,LEGISLATIVO,18035185000135,www.vilaflores.rs.leg.br,PUBLICA,4320/64,1-ATIVO,328,VILA FLORES,4323309
72900,PM DE VILA MARIA,PM VILA MA,MUNICIPAL,EXECUTIVO,92406115000107,www.vilamaria.rs.gov.br,PUBLICA,4320/64,1-ATIVO,329,VILA MARIA,4323408
72901,CM DE VILA MARIA,CM VILA MA,MUNICIPAL,LEGISLATIVO,24128836000134,www.vilamaria.rs.leg.br,PUBLICA,4320/64,1-ATIVO,329,VILA MARIA,4323408
73000,PM DE VISTA ALEGRE,PM,MUNICIPAL,EXECUTIVO,92403583000110,www.pmvistaalegre.com.br,PUBLICA,4320/64,1-ATIVO,330,VISTA ALEGRE,4323507
73001,CM DE VISTA ALEGRE,CM VISTA A,MUNICIPAL,LEGISLATIVO,11408938000161,www.pmvistaalegre.com.br,PUBLICA,4320/64,1-ATIVO,330,VISTA ALEGRE,4323507
73100,PM DE VISTA ALEGRE DO PRATA,PM V. A. P,MUNICIPAL,EXECUTIVO,91566877000108,www.vistalegredoprata.rs.gov.br,PUBLICA,4320/64,1-ATIVO,331,VISTA ALEGRE DO PRATA,4323606
73101,CM DE VISTA ALEGRE DO PRATA,CM VISTA A,MUNICIPAL,LEGISLATIVO,29387376000182,www.vistalegredoprata.rs.gov.br,PUBLICA,4320/64,1-ATIVO,331,VISTA ALEGRE DO PRATA,4323606
73200,PM DE VISTA GAÚCHA,PM,MUNICIPAL,EXECUTIVO,91997072000100,www.vistagaucha-rs.com.br/site/index.php,PUBLICA,4320/64,1-ATIVO,332,VISTA GAÚCHA,4323705
73201,CM DE VISTA GAÚCHA,CM VISTA G,MUNICIPAL,LEGISLATIVO,839758000118,www.vistagaucha-rs.com.br,PUBLICA,4320/64,1-ATIVO,332,VISTA GAÚCHA,4323705
73202,PLANO DE SEG. SOCIAL DOS SERV. MUNICIPAIS-VISTA GAÚCHA,PLASESO,MUNICIPAL,AUTARQUIA,,,PUBLICA,4320/64,4-EXTINTO,332,VISTA GAÚCHA,4323705
73300,PM DE SALDANHA MARINHO,PM S MARIN,MUNICIPAL,EXECUTIVO,92399153000171,www.saldanhamarinho.rs.gov.br,PUBLICA,4320/64,1-ATIVO,333,SALDANHA MARINHO,4316436
73301,CM DE SALDANHA MARINHO,CM S MARIN,MUNICIPAL,LEGISLATIVO,5523167000150,www.camarasaldanha.rs.gov.br,PUBLICA,4320/64,1-ATIVO,333,SALDANHA MARINHO,4316436
73302,FUND. BENEFICENTE SALDANHA MARINHO,FUNDABESAM,MUNICIPAL,FUNDAÇÃO,90823758000112,Incorp. p/Prefeitura,PRIVADA,4320/64,4-EXTINTO,333,SALDANHA MARINHO,4316436
73303,INST. MUN. PREV. ASSIST. SERV. - SALDANHA MARINHO,IMPAS/SM,MUNICIPAL,AUTARQUIA,94703410000142,www.saldanhamarinho.rs.gov.br,PUBLICA,4320/64,1-ATIVO,333,SALDANHA MARINHO,4316436
73400,PM DE ALTO FELIZ,PM ALTO FE,MUNICIPAL,EXECUTIVO,92123926000192,www.altofeliz.rs.gov.br,PUBLICA,4320/64,1-ATIVO,334,ALTO FELIZ,4300570
